from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
CBS CORP,6098,New York State Bar Association (NYSBA),256477,Josie Thomas,894357,Executive VP/Chief Diversity & Inclusion Officer (Non-Brd),2014-01-09,,Member,,
INFINITY PHARMACEUTICALS INC (Discovery Partners International Inc prior to 09/2006),9355,New York State Bar Association (NYSBA),256477,Jeff Berkowitz,896089,Independent Director (Brd) (SD),2014-03-06,,Member,,
JPMORGAN CHASE & CO,17528,New York State Bar Association (NYSBA),256477,Reggie Chambers,895963,MD/Chief Administration Officer (Non-Brd),2019-01-01,,Member,,
ESPERION THERAPEUTICS INC,1961087,New York State Bar Association (NYSBA),256477,Jeff Berkowitz,896089,Independent Director (Brd) (SD),2017-12-14,2018-01-01,Member,,
BANKUNITED FINANCIAL CORP (De-listed 06/2009),3536,New York State Bar Association (NYSBA),256477,Les Bliwise,890313,Director -  SD (Brd) (SD),,,Committee Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Thembisa Skweyiya,981361,Associate (Non-Brd),1997-01-01,1999-01-01,Member,,
STATE STREET CORP,29131,New York State Bar Association (NYSBA),256477,Brian Regan,893227,Division Chief Compliance Officer (Non-Brd),2012-04-01,2018-01-01,Member,,
WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),33026,New York State Bar Association (NYSBA),256477,Jeff Berkowitz,896089,Senior VP (Non-Brd),2010-09-30,2013-01-01,Member,,
WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),33026,New York State Bar Association (NYSBA),256477,Jeff Berkowitz,896089,Executive VP/Division President (Non-Brd),2014-12-31,2015-07-14,Member,,
ESPERION THERAPEUTICS INC,1961087,New York State Bar Association (NYSBA),256477,Jeff Berkowitz,896089,Director -  SD (Brd) (SD),,,Member,,
THOMSON REUTERS CORP (Thomson Corp prior to 04/2008),30658,New York State Bar Association (NYSBA),256477,Barry Salzberg,896647,Independent Corporate Director (Brd) (SD),2015-09-16,,Member,,
FAIR ISAAC CORP (FICO) (Fair Isaac & Co Inc prior to 4/2003),11499,New York State Bar Association (NYSBA),256477,Alan Sankin,806644,Director - Tax (Non-Brd),2002-01-01,2004-01-01,Member,,
DOLBY LABORATORIES INC,465654,New York State Bar Association (NYSBA),256477,Alan Sankin,806644,VP/Treasurer (Non-Brd),2007-06-01,2018-12-01,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Win Rutherfurd Jr,803925,Partner Of Counsel (Non-Brd),,,Member,,
Vanguard Group Inc,108927,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,Senior Counsel (Non-Brd),2015-07-01,,Member,,
ORACLE CORP (Oracle Systems Corp prior to 02/1995),23295,New York State Bar Association (NYSBA),256477,Alan Sankin,806644,Vice President (Non-Brd),2005-03-01,2007-05-01,Member,,
Bessemer Group Inc,465572,New York State Bar Association (NYSBA),256477,Win Rutherfurd Jr,803925,Director -  SD (Brd) (SD),,,Member,,
Herrick Feinstein LLP,531414,New York State Bar Association (NYSBA),256477,The Hon. Mike McMahon,806670,Counsel (Non-Brd),2011-07-01,2015-01-01,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Partner (Non-Brd),2001-01-01,2010-06-01,Member,,
UNITED TECHNOLOGIES CORP (UTC),32161,New York State Bar Association (NYSBA),256477,Bob Hayter,831003,Assistant General Counsel (Non-Brd),2000-01-01,2009-01-01,Member,,
Ambase Corp,1714,New York State Bar Association (NYSBA),256477,Alan Sankin,806644,Assistant VP (Non-Brd),1983-01-01,1993-01-01,Member,,
Intellectual Property Owners Association (IPO),535034,New York State Bar Association (NYSBA),256477,Bob Hayter,831003,Director -  SD (Brd) (SD),,,Member,,
RAYTHEON CO,25815,New York State Bar Association (NYSBA),256477,Bob Hayter,831003,Chief Patent Counsel (Non-Brd),2009-01-01,,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Steven Williamson,803940,Partner (Non-Brd),1978-09-01,1996-10-01,Member,,
Debevoise & Plimpton LLP,532756,New York State Bar Association (NYSBA),256477,The Hon. Michael Mukasey,831147,Of Counsel (Non-Brd),2016-01-01,,Member,,
Intellectual Property Owners Association (IPO),535034,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,Director -  SD (Brd) (SD),,,Member,,
Trinseo LLC (Styron LLC prior to 02/2015),1659807,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,Senior VP/Chief Legal Officer (Non-Brd),2015-01-01,,Member,,
CISCO SYSTEMS INC,6908,New York State Bar Association (NYSBA),256477,Alan Sankin,806644,Director - Planning (Non-Brd),1993-01-01,2001-01-01,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Christopher Angell,803914,Of Counsel (Non-Brd),2010-01-01,2018-01-01,Member,,
EASTMAN KODAK CO (De-listed 01/2012),9941,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,VP/Assistant General Counsel (Non-Brd),2011-01-01,2012-01-19,Member,,
Bessemer Group Inc,465572,New York State Bar Association (NYSBA),256477,Steve Williamson,803940,MD/General Counsel/Secretary (Non-Brd),1996-10-01,2018-01-01,Member,,
Vanguard Group Inc,108927,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,Chief Patent Counsel (Non-Brd),2012-12-01,2015-07-01,Member,,
EASTMAN KODAK CO (De-listed 01/2012),9941,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,VP/Counsel (Non-Brd),2006-01-01,2007-01-01,Member,,
TRINSEO SA,2076686,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,Senior VP/Chief Legal Officer/Corporate Secretary (Non-Brd),2015-01-01,,Member,,
Bessemer Group Inc,465572,New York State Bar Association (NYSBA),256477,Steve Baxley,803933,MD (Non-Brd),1997-10-01,,Member,,
"Venable LLP (Formerly known as Venable, Baetjer & Howard LLP)",818679,New York State Bar Association (NYSBA),256477,Don Andrews,803941,Partner (Non-Brd),2015-12-01,2017-05-01,Member,,
Bessemer Group Inc,465572,New York State Bar Association (NYSBA),256477,Christopher Angell,803914,Director -  SD (Brd) (SD),,,Member,,
Patterson Belknap Webb & Tyler LLP,77346,New York State Bar Association (NYSBA),256477,Christopher Angell,803914,Partner (Non-Brd),1977-01-01,2010-01-01,Member,,
Intellectual Property Owners Association (IPO),535034,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,Director -  SD (Brd) (SD),,,Member,,
Intellectual Property Owners Association (IPO),535034,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,Treasurer (Brd) (ED),2010-01-01,2011-01-01,Member,,
PITNEY BOWES INC,24531,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,VP/Deputy General Counsel (Non-Brd),2009-01-01,2010-12-01,Member,,
Trinseo LLC (Styron LLC prior to 02/2015),1659807,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,Associate General Counsel (Non-Brd),2010-12-01,2015-01-01,Member,,
Covington & Burling LLP,917619,New York State Bar Association (NYSBA),256477,Ignacio Arrieta,802323,Attorney (Non-Brd),2003-01-01,2004-01-01,Member,,
TRINSEO SA,2076686,New York State Bar Association (NYSBA),256477,Angelo Chaclas,830996,Associate General Counsel (Non-Brd),2014-06-12,2015-01-01,Member,,
Debevoise & Plimpton LLP,532756,New York State Bar Association (NYSBA),256477,The Hon. Michael Mukasey,831147,Partner (Non-Brd),2009-02-17,2016-01-01,Member,,
EASTMAN KODAK CO (De-listed 01/2012),9941,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,Division VP (Non-Brd),2009-01-01,2011-01-01,Member,,
Weil Gotshal & Manges LLP,262182,New York State Bar Association (NYSBA),256477,Witold Zatoski,804329,Employee (Non-Brd),1999-01-01,2007-03-06,Member,,
EASTMAN KODAK CO (De-listed 01/2012),9941,New York State Bar Association (NYSBA),256477,Pamela Crocker,831005,Chief Intellectual Property Officer/VP (Non-Brd),2007-01-01,2009-01-01,Member,,
Reed Smith LLP (Reed Smith Shaw & McClay LLP prior to 2000),465997,New York State Bar Association (NYSBA),256477,Don Andrews,803941,Partner (Non-Brd),2017-06-05,,Member,,
ALBEMARLE CORPORATION,1287,New York State Bar Association (NYSBA),256477,Richard Fishman,851162,VP/Treasurer (Non-Brd),2009-02-18,2010-08-12,Member,,
Skadden Arps Slate Meagher & Flom LLP,76614,New York State Bar Association (NYSBA),256477,Joyce Kramer,856002,Associate (Non-Brd),1979-01-01,1981-01-01,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Alan Levine,858059,Senior Counsel (Non-Brd),2019-01-01,,Advisory Council Member,,
SEMITOOL INC (De-listed 12/2009),27581,New York State Bar Association (NYSBA),256477,Richard Hegger,832990,General Counsel/Secretary (Non-Brd),2005-02-01,2009-12-21,Member,,
NYSE EURONEXT (De-listed 11/2013),914502,New York State Bar Association (NYSBA),256477,John Malitzis,860895,Division Executive VP (Non-Brd),2008-01-07,2010-06-01,Member,,
AMERICAN FARMLAND CO (De-listed 02/2017),2354597,New York State Bar Association (NYSBA),256477,Harrison LeFrak,854583,Vice Chairman (Brd) (ED),2015-10-20,2016-06-07,Member,,
Katten Muchin Rosenman LLP (Katten Muchin Zavis Rosenman LLP prior to 05/2005),783752,New York State Bar Association (NYSBA),256477,Josh Rubenstein,854388,Partner (Brd) (ED),1982-03-01,,Committee Chairman,,
Covington & Burling LLP,917619,New York State Bar Association (NYSBA),256477,Ruben Kraiem,852632,Partner (Non-Brd),2004-09-01,,Member,,
Shearman & Sterling LLP,36104,New York State Bar Association (NYSBA),256477,Paul Schreiber,853958,Of Counsel (Non-Brd),2013-01-01,,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Alan Levine,858059,Senior Partner (Non-Brd),2006-01-01,2019-01-01,Co-Chairman,,
WARNER MUSIC GROUP CORP (De-listed 07/2011),464358,New York State Bar Association (NYSBA),256477,Jason Boyarski,833215,Senior VP/General Manager (Non-Brd),2008-10-21,2011-07-20,Member,,
Fund.com Inc (Eastern Services Holdings Inc prior to 01/2008),1216167,New York State Bar Association (NYSBA),256477,Ray Lang,835274,CEO (Brd) (ED),2008-02-01,2008-03-04,Member,,
ALBEMARLE CORPORATION,1287,New York State Bar Association (NYSBA),256477,Richard Fishman,851162,VP/Chief Tax Counsel (Non-Brd),2011-01-31,2015-02-01,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Richard Miller,856125,Partner (Non-Brd),1976-01-01,2006-01-01,Member,,
HOOPER HOLMES INC (De-listed 05/2017),15046,New York State Bar Association (NYSBA),256477,Mark Rosenblum,833152,Senior VP/General Counsel/Corporate Secretary (Non-Brd),2009-01-26,2013-08-01,Member,,
AT&T INC (SBC Communications prior to 11/2005),27163,New York State Bar Association (NYSBA),256477,Mark Rosenblum,833152,Vice President - Law (Non-Brd),1984-01-01,2003-01-01,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Mark Rosenblum,833152,Associate (Non-Brd),1980-01-01,1984-06-01,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Richard Miller,856125,Of Counsel (Non-Brd),2006-01-01,2018-01-01,Member,,
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,John McFadden,854115,Attorney (Non-Brd),1978-01-01,1984-01-01,Member,,
Morgan Lewis & Bockius LLP,250597,New York State Bar Association (NYSBA),256477,David Balabanian,852838,Partner (Non-Brd),2014-11-24,2018-01-01,Member,,
INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,New York State Bar Association (NYSBA),256477,Yolanda Rabun,842273,Corporate Counsel (Non-Brd),1994-06-01,,Member,,
Debevoise & Plimpton LLP,532756,New York State Bar Association (NYSBA),256477,Jonathan Rikoon,854386,Partner (Non-Brd),2000-01-01,2013-03-01,Executive Committee Member,,
Kramer Levin Naftalis & Frankel LLP,468414,New York State Bar Association (NYSBA),256477,John Novogrod,854371,Partner (Non-Brd),,2017-01-01,Member,,
Davis Polk & Wardwell LLP,43959,New York State Bar Association (NYSBA),256477,Beverly Chase,854245,Senior Counsel (Non-Brd),2010-01-01,,Member,,
Davis Polk & Wardwell LLP,43959,New York State Bar Association (NYSBA),256477,Beverly Chase,854245,Partner (Non-Brd),1985-01-01,2010-01-01,Committee Co-Chairman,,
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,Eileen Schwab,854194,Partner (Non-Brd),1984-01-01,2010-07-01,Member,,
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,John McFadden,854115,,,,,,
HUDSON VALLEY HOLDING CORP (De-listed 06/2015),15186,New York State Bar Association (NYSBA),256477,Bruce Friedberg,835089,Director -  Non-Brd (Non-Brd),,,Member,,
Katten Muchin Rosenman LLP (Katten Muchin Zavis Rosenman LLP prior to 05/2005),783752,New York State Bar Association (NYSBA),256477,Josh Rubenstein,854388,Partner (Brd) (ED),1982-03-01,,Member,,
O'Melveny & Myers LLP,34918,New York State Bar Association (NYSBA),256477,Richard Ayres,852493,Partner (Non-Brd),1991-01-01,1996-01-01,Member,,
TPG Capital LP (Formerly known as Texas Pacific Group Inc),942896,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Partner/General Counsel (Non-Brd),2010-01-01,2015-01-01,Member,,
ALBEMARLE CORPORATION,1287,New York State Bar Association (NYSBA),256477,Richard Fishman,851162,Vice President (Non-Brd),2006-01-01,2009-02-18,Member,,
HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 12/1999),15029,New York State Bar Association (NYSBA),256477,Richard Fishman,851162,Associate General Counsel (Non-Brd),1988-01-01,2006-01-01,Member,,
Stroock & Stroock & Lavan LLP,731769,New York State Bar Association (NYSBA),256477,Richard Fishman,851162,Associate (Non-Brd),1977-01-01,1980-01-01,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Steven Horowitz,856101,Partner (Non-Brd),1989-01-01,2018-01-01,Member,,
ALBEMARLE CORPORATION,1287,New York State Bar Association (NYSBA),256477,Richard Fishman,851162,VP/Chief Tax Counsel (Non-Brd),2015-02-01,2017-01-01,Member,,
BLOUNT INTERNATIONAL INC (De-listed 04/2016),4631,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Counsel (Non-Brd),1999-08-01,2010-06-01,Member,,
Holland & Knight LLP,464601,New York State Bar Association (NYSBA),256477,Bob Taisey,854408,Partner (Non-Brd),2000-01-01,2016-01-01,Committee Member,,
Latham & Watkins LLP,482007,New York State Bar Association (NYSBA),256477,J Dorian,850646,Partner (Non-Brd),2013-03-01,2018-01-01,Member,,
Davis Polk & Wardwell LLP,43959,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Partner (Non-Brd),2016-04-22,2018-05-01,Member,,
Boston Pharmaceuticals Inc,2441992,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Director -  SD (Brd) (SD),,,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Associate (Non-Brd),1994-01-01,2001-01-01,Member,,
"Venable LLP (Formerly known as Venable, Baetjer & Howard LLP)",818679,New York State Bar Association (NYSBA),256477,Peter Britell,853291,Partner (Non-Brd),2012-05-08,2017-01-01,Member,,
Blank Rome LLP (Blank Rome Comisky & McCauley LLP prior to 01/2003),501916,New York State Bar Association (NYSBA),256477,Carol Joseph,844094,Partner (Brd) (ED),2009-01-01,2015-05-01,Member,,
Fund.com Inc (Eastern Services Holdings Inc prior to 01/2008),1216167,New York State Bar Association (NYSBA),256477,Ray Lang,835274,CEO (Non-Brd),2008-03-04,2008-08-06,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Alan Levine,858059,Senior Partner (Non-Brd),2006-01-01,2019-01-01,Member,,
URSTADT BIDDLE PROPERTIES INC,31938,New York State Bar Association (NYSBA),256477,James Aries,834241,Vice President - Acquisitions (Non-Brd),2002-03-11,2008-01-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Paul Frimmer,844807,Partner (Non-Brd),2010-01-01,,Member,,
Miller Canfield Paddock and Stone PLC,242597,New York State Bar Association (NYSBA),256477,Donald Moore,843707,Senior Counsel (Non-Brd),2018-01-02,,Member,,
Reed Smith LLP (Reed Smith Shaw & McClay LLP prior to 2000),465997,New York State Bar Association (NYSBA),256477,Donald Moore,843707,Partner (Non-Brd),2011-12-01,2018-01-01,Member,,
URSTADT BIDDLE PROPERTIES INC,31938,New York State Bar Association (NYSBA),256477,Stephan Rapaglia,834244,Senior VP/COO (Non-Brd),2014-01-01,,Member,,
BLOUNT INTERNATIONAL INC (De-listed 04/2016),4631,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Independent Director (Brd) (SD),2010-10-20,2016-04-12,Member,,
TPG SPECIALTY LENDING INC,2056211,New York State Bar Association (NYSBA),256477,Ron Cami,850643,Vice President (Non-Brd),2014-03-21,2016-04-01,Member,,
"Venable LLP (Formerly known as Venable, Baetjer & Howard LLP)",818679,New York State Bar Association (NYSBA),256477,Kevin Ghassomian,840935,Partner (Non-Brd),2019-05-20,,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Evan Chesler,853290,Chairman/Partner (Brd) (ED),2013-01-01,,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Evan Chesler,853290,Presiding Partner (Brd) (ED),2007-01-01,2013-01-01,Member,,
Dinsmore & Shohl LLP (Dinsmore & Shohl PLL prior to 10/1996),82414,New York State Bar Association (NYSBA),256477,Kevin Ghassomian,840935,Partner (Non-Brd),2012-01-01,2014-01-01,Member,,
Loeb & Loeb LLP,273092,New York State Bar Association (NYSBA),256477,Jonathan Rikoon,854386,Partner (Non-Brd),2013-03-01,,Executive Committee Member,,
Fund.com Inc (Eastern Services Holdings Inc prior to 01/2008),1216167,New York State Bar Association (NYSBA),256477,Ray Lang,835274,CEO (Brd) (ED),2008-03-04,2008-08-06,Member,,
Fund.com Inc (Eastern Services Holdings Inc prior to 01/2008),1216167,New York State Bar Association (NYSBA),256477,Ray Lang,835274,CEO (Non-Brd),2008-02-01,2008-03-04,Member,,
