university,university_id
Center of the American West University of Colorado,1370221
New College University of Alabama,2556467
Ohio State University Colleges of Arts and Sciences,2356842
Peruvian University,422313
Ecole de Spcialisation  la Vente,1686352
Mars Hill Academy,1720361
Silkeborg School of Commerce,1625989
Nova Scotia Teachers College,1688686
Australian Defence Force Academy,874766
Florida Office of Financial Regulation,1897475
Capital One Inc,784279
cole Nat. Sup. d'Electr. Electrotech de'Inf. d'Hydraulique de Toulouse (ENSEEIHT),60590
Kenneth Levene Graduate School of Business University of Regina,2689913
Soderquist Center for Leadership & Ethics (The),1486791
Ordine dei Dottori Commercialisti di Milano (Order of Chartered Accountants of Milan),1382369
Universit degli Studi Mediterranea di Reggio Calabria (University of Reggio Calabria),1142691
Institute for Internal Controls Inc,1387919
Economische Hogeschool Sint-Aloysius (EHSAL),584478
Universidad de Medellin,1607420
MIT School of Management (MITSOM),1656759
Hoger Architectuur Instituut,1688753
Waterford Institute of Technology (WIT),1047398
Istituto di Cardiologia Universit degli Studi di Milano,1096391
ESCEM School of Business and Management,857222
Haberdashers' Aske's School Elstree,63523
Emergency Nurses Association (ENA),832391
Port Moresby Business College,1690578
Universidade Metodista de Piracicaba,1333854
Kampuchea Institute of Certified Public Accountants & Auditors (KICPAA),1819078
Indian Institute of Petroleum,1105213
University of Reading Business School,531446
Cornell Institute for Public Affairs (CIPA),1690447
Northwestern Technical College,1472781
University of Houston College of Pharmacy,2515391
Baton Rouge General Medical Center,1347305
Dwight David Eisenhower Medical Center,639587
MULLEN GROUP LTD (Mullen Group Income Fund prior to 05/2009),1634300
Colorado Real Estate School LLC,2630288
Universit du Qubec  Rimouski (UQAR),2033388
Financial Divorce Association Inc (FDA),2775498
Rural Ontario Institute (Formerly known as The Centre for Rural Leadership (TCRL)),2154805
Centralia College of Agricultural Technology,1692438
St Stanislaus College,1282170
Egyptian Military Academy,805019
Telecommunication Industry Association,734645
RABQSA International,835665
Universidad San Ignacio de Loyola (USIL),1693366
Family Sleep Institute,2594565
Cate School California,63540
Australian Financial Markets Association (AFMA),638945
New Zealand Law Society,59530
Faculdade de Engenharia da Universidade do Porto (FEUP),63354
Georgetown University's School of Foreign Service in Qatar (SFS-Q),2462687
Charles Drew University of Medicine and Science,1101257
Universidad de Belgrano (University of Belgrano),2528011
Florida College,1698166
Academic College of Tel Aviv-Yaffo (MTA),2508601
Times of India,949955
Anthem Education Group (Formerly known as Chubb Institute (The)),1612453
LONDON STOCK EXCHANGE GROUP PLC (London Stock Exchange PLC prior to 05/2006),19118
Chartered Professional Accountants of Manitoba (CPA Manitoba),2570538
Free University of Vilnius,827537
International Council of Electronic Commerce Consultants (EC-Council),2220685
Tama Art University,2370735
International Compliance Association Ltd,890959
Prasetiya Mulya Business School,1341332
Asosiasi Ahli Manajemen Asuransi Indonesia (AAMAI) (Indonesian Insurance Institute),2449364
Warsaw Polytechnic,65238
Ulster Society of the Queen's University of Belfast,1377134
NACE International,594317
Huizhou Business School,1696433
University of Applied Sciences Wrzburg-Schweinfurt (Hochschule fr angewandte Wissenschaften Wrzburg-Schweinfurt),1674871
University of Maryland Baltimore County (UMBC) Research Park Inc,1681400
Proficientz Inc,2946038
Institute for Genetics University of Cologne,650186
Edmeades LLC,1471503
Stockbrokers And Financial Advisers Association (SAFAA) (Stockbrokers Association of Australia (SAA) prior to 11/2016 ),1616129
Master Brewers Association of the Americas,1487861
cole suprieure des Gomtres et Topographes (ESGT),2335304
St Mary's College South Bend,1384158
STARWOOD HOTELS & RESORTS WORLDWIDE INC (De-listed 09/2016),29125
Meadowbank Technical College,1960674
Sigma Engineering Inc,660627
Rocky Mountain University of Health Professions,2065389
St Michael's Medical Center,249877
IAE Aix-Marseille,64146
Weatherhead Center for International Affairs Harvard University,257181
Perm Polytechnical Institute,1292089
Keyano College,1141896
Academy of Surgical Research,815517
Society of Hospital Medicine (SHM),1518667
CFA Montral,2513110
Idaho Association of Professional Geologists,1637379
World Economic Forum USA Inc,895709
Institute of Materia Medica Chinese Academy of Medical Sciences,1220727
Royal Norwegian Navy Officer Candidate School,2560848
Limerick Institute of Technology,1659560
Xi'an Jiaotong-Liverpool University,1575890
Shanghai Academy of Spaceflight Technology (SAST),1700931
KonKuk University,1103105
COMCAST CORP (AT&T Comcast Corp prior to 11/2002),7387
University of Florianopolis,837316
Interuniversity MicroElectronics Centre (IMEC),69301
Stavanger University College,574581
Arkansas Department of Labor,1355585
Arkansas Department of Environmental Quality (ADEQ),3013456
Montana Society of Engineers,1549465
Fondazione SanRaffaele del Monte Tabor (San Raffaele Del Monte Tabor Foundation),1731339
Institute for International Management & Technology (IIMT),1102251
Deeside College,1955012
Metals Service Center Institute (MSCI),787057
Woodhouse Sixth Form College,910172
University of Exeter Business School,1604526
National Structured Settlements Trade Association (NSSTA),1216531
Ohio State Bar Association,107661
l'Ecole Superieure de Gestion,822094
PricewaterhouseCoopers LLC,941948
Ashridge Strategic Management Centre,68261
Fano Navigationsskole (Fano Navigation School),2407823
Hogeschool van Utrecht,591125
cole Nationale d'Ingnieurs des Travaux Agricoles de Bordeaux (ENITAB),1702419
German Air Force,827957
Friedrich Hecker Schule,1928326
Lahntechnik GmbH,2930569
Universit Catholique de Lyon,2076109
Ukleja Center for Ethical Leadership at California State University Long Beach,1351591
Government of Netherlands Antilles,1517986
Veluws College,1929722
National Commission for Certification of CME Professionals Inc (NC-CME),1625960
Commission for Certification in Geriatric Pharmacy (CCGP),2398162
Rajdhani College,1704639
Vejle Handelsskole (Vejle Business College),1704538
Kharkiv Military University,1703616
Veterans Administration Hospital,804852
European University Montreux,755995
Politechnika Krakowska (Cracow University of Technology),1283013
College of Pharmacists of British Columbia,1220134
Canadian Neurological Sciences Federation (The),1323697
Institute of Chartered Secretaries and Administrators (ICSA) (Nigeria),1331428
Crafton Hills College,953478
University of Arkansas Alumni Association Little Rock,1482802
Data Processing Management Association (DPMA),780867
Presbytery of Charlotte,1902520
School of Management State University of New York,98237
Chaudhary Charan Singh University (Formerly known as Meerut University),1704398
Indian Institute of Chemical Engineers,946336
HONEYWELL INC (De-listed 12/1999),47303
Chautauqua Leadership Network,1046616
Air Force Institute of Engineering,602635
Sandoz Research Institute,79145
University of Jammu,1140625
Augere & Asociados SL,1930419
Escuelas Internacionales para la Educacin y el Desarrollo (EIDE),1930421
JP Morgan Institutional Trust,1061332
Simplilearn Solutions Inc,2557098
American Osteopathic Board of Emergency Medicine (AOBEM),1705330
College of Physicians and Surgeons of Ontario,1143550
New York Studio and Forum of Stage Design,2810073
State of New Hampshire,373472
Tyumen State Oil and Gas University (TSOGU),1014214
Nelson Mandela Metropolitan University (NMMU),1210925
Queensland Law Society (QLS),636555
China Institute of Internal Auditors (CIIA),1204574
Aalen University of Applied Sciences,647514
Chartered Professionals in Human Resources (CPHR) Saskatchewan,1708694
Humphrey Group Inc (The),2457841
Cesues University,1708284
St Edmonds Academy,268352
Langevin Learning Services Inc,1495936
American Academy of Insurance Medicine (The) (AAIM),1485021
American Craft Institute,1707723
Moscow Institute of Transport Engineering,743553
Moscow State University of Railway Engineering,1574408
St Cross College Oxford University,748751
DRESDNER BANK AG (De-listed 07/2002),9606
Georg Simon Ohm University of Applied Sciences at Nuremberg,1353524
Xuzhou Normal University,1603851
Robert Morris & Associates,912168
Southern Illinois University's School of Engineering,781851
Lied Institute for Real Estate Studies,1263153
St Thomas' Hospital,1654671
SUN Group,925510
Kaufmannische Berufsschule,63257
Fellowship of Postgraduate Medicine (FPM),1709479
Inter-American Development Bank (IADB),41103
Union of Chambers of Certified Public Accountants of Turkey (TRMOB),1296919
Western Visayas College of Science and Technology (WVCST),1143879
Marketing Association of New Zealand,1710299
MGIMO University,1237453
Tokyo University of Foreign Studies (TUFS),1709671
University of Technolog Szczecin,63284
Hohere Wirtschafts und Verwaltungsschule (HWV),75829
Ontario Association of Insolvency and Restructuring Professionals,1261567
Paris Law University,661430
Military Police School,2588193
Instituto Comercial de Puerto Rico Junior College,2610901
Wyatt Institute Of Real Estate,2395284
Unknown Worlds Entertainment Ltd,2333603
Max Planck-Institute for Biology,35948
Fairport Savings Bank,1213167
KPMG Audit Committee Institute,791245
Institut Telecom (Formerly known as Groupe des Ecoles des Tlcommunications (GET)),1582689
Volgenau School of Engineering George Mason University,1957484
Universite d'Evry-Val-d'Essonne,1630858
Chamber of Industry and Commerce,36691
Connecticut Bankers Association,269757
Waterbury Regional Chamber of Commerce,1002454
Saint Dunstan's University,1711467
Ecole Superieure D'ingenieurs En Informatique Et Genie Des Telecommunications (ESIGETEL),1711297
Pancyprian Gymnasium,924825
Cranlana Programme,638959
Institute of International Relations and Political Sciences Vilnius University,893261
Everglades University,1656103
Stockholm School of Economics Executive Education,2582211
Friedman School of Nutrition Science and Policy Tufts University,871732
Columbia Law School Alumni Association Inc,2052026
South West London College,1332582
National College of Art and Design,823825
Faculdade So Luiz (St Louis School),1713317
Fukuyama University,2047126
Sterne School,1876452
Georgetown University School of Nursing & Health Studies,1712301
Mlardalens Hgskola (Mlardalen University),574854
L'cole normale de musique de Paris Alfred Cortot,492040
The New School of English,931955
CERAM Business School,1226299
Institut International dAdministration publique (IIAP),910654
Polytech Lille,2585419
City of Kassel,73164
Alabama Board of Licensure for Professional Geologists,1944497
Princeton Environmental Institute (PEI) Princeton University,1284594
Georgetown Center for Business and Public Policy Georgetown University,1667869
Universitt Trier (University of Trier),62756
Heartland Community College,2461609
Natural Products Association (Formerly known as National Nutritional Foods Association),1483388
Universidad Austral de Chile,1550452
Xi'an Highway University,1649129
Handan University,1714411
Beijing Canada Delter International Business College,1714452
